date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
1976-03-02,100.000000,100.000000,0.0000000000,0.0000000000,IBM,0
1976-03-03,99.410603,100.054798,-0.0058939721,0.0005479792,IBM,0
1976-03-04,98.363740,98.893412,-0.0105306919,-0.0116074949,IBM,0
1976-03-05,98.559698,99.351931,0.0019921726,0.0046364968,IBM,0
1976-03-08,99.640741,100.336325,0.0109684117,0.0099081495,IBM,0
1976-03-09,100.035720,99.883332,0.0039640326,-0.0045147482,IBM,0
1976-03-10,100.400918,101.052258,0.0036506690,0.0117029159,IBM,0
1976-03-11,101.353016,102.626694,0.0094829602,0.0155804097,IBM,0
1976-03-12,100.335683,100.976247,-0.0100375124,-0.0160820455,IBM,0
1976-03-15,99.288361,100.310496,-0.0104381887,-0.0065931382,IBM,0
1976-03-16,100.409711,101.204397,0.0112938735,0.0089113338,IBM,0
1976-03-17,100.357186,99.737118,-0.0005231017,-0.0144981731,IBM,0
1976-03-18,99.956399,99.754136,-0.0039936121,0.0001706349,IBM,0
1976-03-19,100.092900,100.019770,0.0013656048,0.0026628881,IBM,0
1976-03-22,100.229420,99.852473,0.0013639321,-0.0016726395,IBM,0
1976-03-23,101.759278,101.290775,0.0152635644,0.0144042634,IBM,0
1976-03-24,102.940998,101.224830,0.0116128996,-0.0006510424,IBM,0
1976-03-25,102.380991,100.023734,-0.0054400779,-0.0118656234,IBM,0
1976-03-26,102.388304,100.400320,0.0000714286,0.0037649672,IBM,0
1976-03-29,101.957593,100.750537,-0.0042066463,0.0034881973,IBM,0
1976-03-30,101.566642,100.767728,-0.0038344400,0.0001706349,IBM,0
1976-03-31,102.330594,101.394523,0.0075216785,0.0062201962,IBM,0
1976-04-01,101.810169,101.328511,-0.0050857185,-0.0006510424,IBM,0
1976-04-02,101.827399,103.415740,0.0001692376,0.0205986323,IBM,0
1976-04-05,103.089465,105.365399,0.0123941670,0.0188526379,IBM,0
1976-04-06,102.947438,104.505302,-0.0013777068,-0.0081629981,IBM,0
1976-04-07,101.809382,104.227549,-0.0110547324,-0.0026577834,IBM,0
1976-04-08,100.890299,103.921272,-0.0090274854,-0.0029385408,IBM,0
1976-04-09,99.971084,103.836652,-0.0091110359,-0.0008142723,IBM,0
1976-04-12,99.828791,101.375682,-0.0014233397,-0.0237003976,IBM,0
1976-04-13,100.682773,102.142879,0.0085544625,0.0075678593,IBM,0
1976-04-14,99.952654,99.087194,-0.0072516788,-0.0299157904,IBM,0
1976-04-15,100.318511,99.465429,0.0036603031,0.0038171961,IBM,0
1976-04-19,101.092988,100.564671,0.0077201819,0.0110514985,IBM,0
1976-04-20,102.525317,101.378729,0.0141684317,0.0080948642,IBM,0
1976-04-21,102.981132,101.090498,0.0044458818,-0.0028431047,IBM,0
1976-04-22,102.649603,100.885680,-0.0032193186,-0.0020260944,IBM,0
1976-04-23,101.969149,100.365662,-0.0066289016,-0.0051545194,IBM,0
1976-04-26,102.115993,100.650501,0.0014400863,0.0028380078,IBM,0
1976-04-27,101.555035,99.343127,-0.0054933474,-0.0129892458,IBM,0
1976-04-28,101.831480,99.424655,0.0027221256,0.0008206746,IBM,0
1976-04-29,101.838754,98.515543,0.0000714286,-0.0091437321,IBM,0
1976-04-30,101.357426,98.476304,-0.0047263781,-0.0003983030,IBM,0
1976-05-03,100.646667,96.778088,-0.0070123967,-0.0172449165,IBM,0
1976-05-04,101.192394,98.083228,0.0054222015,0.0134859003,IBM,0
1976-05-05,100.621151,97.191311,-0.0056451100,-0.0090934696,IBM,0
1976-05-06,100.907620,97.040583,0.0028470035,-0.0015508385,IBM,0
1976-05-07,101.633032,97.409888,0.0071888663,0.0038056803,IBM,0
1976-05-10,102.857334,100.368786,0.0120463010,0.0303757446,IBM,0
1976-05-11,102.715034,99.754369,-0.0013834696,-0.0061215936,IBM,0
1976-05-12,102.542781,99.938817,-0.0016769930,0.0018490153,IBM,0
1976-05-13,101.941454,99.425915,-0.0058641557,-0.0051321574,IBM,0
1976-05-14,101.130490,98.161064,-0.0079551963,-0.0127215379,IBM,0
1976-05-17,100.888231,98.177814,-0.0023955144,0.0001706349,IBM,0
1976-05-18,101.065098,98.483003,0.0017530984,0.0031085319,IBM,0
1976-05-19,100.992471,98.796862,-0.0007186169,0.0031869345,IBM,0
1976-05-20,101.818165,100.041182,0.0081757970,0.0125947313,IBM,0
1976-05-21,101.086756,98.784868,-0.0071834734,-0.0125579706,IBM,0
1976-05-24,99.277091,97.294736,-0.0179021049,-0.0150846157,IBM,0
1976-05-25,99.334100,97.803909,0.0005742443,0.0052333063,IBM,0
1976-05-26,99.191430,97.440386,-0.0014362606,-0.0037168520,IBM,0
1976-05-27,99.238456,98.730320,0.0004740861,0.0132381832,IBM,0
1976-05-28,100.044405,100.040706,0.0081213380,0.0132723786,IBM,0
1976-06-01,99.721997,99.034784,-0.0032226421,-0.0100551325,IBM,0
1976-06-02,100.098646,100.391433,0.0037769869,0.0136987213,IBM,0
1976-06-03,100.015905,99.849684,-0.0008265958,-0.0053963734,IBM,0
1976-06-04,99.044166,98.684860,-0.0097158480,-0.0116657761,IBM,0
1976-06-07,98.531795,98.897279,-0.0051731503,0.0021524985,IBM,0
1976-06-08,98.708664,98.718541,0.0017950421,-0.0018073086,IBM,0
1976-06-09,98.655770,98.865181,-0.0005358589,0.0014854322,IBM,0
1976-06-10,99.482117,99.748770,0.0083760670,0.0089373138,IBM,0
1976-06-11,100.848159,100.631702,0.0137315330,0.0088515560,IBM,0
1976-06-14,101.884630,101.665798,0.0102775324,0.0102760539,IBM,0
1976-06-15,101.402221,101.178895,-0.0047348490,-0.0047892539,IBM,0
1976-06-16,101.959151,102.464645,0.0054922841,0.0127076891,IBM,0
1976-06-17,103.565636,105.102642,0.0157561654,0.0257454387,IBM,0
1976-06-18,103.722970,103.934795,0.0015191653,-0.0111114910,IBM,0
1976-06-21,104.250193,105.706184,0.0050829937,0.0170432672,IBM,0
1976-06-22,103.447871,105.006393,-0.0076961203,-0.0066201528,IBM,0
